"","Sampling_site","Transect_Kick","join_key","PORIFERA","CNIDARIA","BRYOZOA","BRYOZOA","PLATYHELMINTHES","PLATYHELMINTHES_Dendrocoelidae","PLATYHELMINTHES_Dugesiidae","PLATYHELMINTHES_Planariidae","""NEMATHELMINTHES""","""NEMATHELMINTHES""","ANNELIDA","Hirudinea","Hirudinea_Erpobdellidae","Hirudinea_Glossiphoniidae","Hirudinea_Hirudidae_(Tachet)","Hirudinea_Piscicolidae","Hirudinea","Oligochaeta","Oligochaeta","MOLLUSCA","Gastropoda","Gastropoda_Acroloxidae","Gastropoda_Ancylidae_(Tachet)","Gastropoda_Bithyniidae","Gastropoda_Ferrissiidae_(Tachet)","Gastropoda_Hydrobiidae","Gastropoda_Lymnaeidae","Gastropoda_Neritidae","Gastropoda_Physidae","Gastropoda_Planorbidae","Gastropoda_Valvatidae","Gastropoda_Viviparidae","Gastropoda_Potamopyrgus_antipodarum","Bivalvia","Bivalvia_Corbiculidae*","Bivalvia_Dreissenidae*","Bivalvia_Sphaeriidae","Bivalvia_Unionidae","Bivalvia","ARTHROPODA","Arachnida_(Inf.-Cl.)_Acari","Arachnida_(Inf.-Cl.)_Acari_Hydracarina","Crustacea","Ostracoda","Copepoda","Amphipoda","Amphipoda_Corophiidae*","Amphipoda_Gammaridae","Amphipoda_Niphargidae","Isopoda","Isopoda_Asellidae","Isopoda_Janiridae*","Mysida","Mysida_Mysidae*","Decapoda","Decapoda_Astacidae","Decapoda_Cambaridae*","Insecta","Ephemeroptera","Ephemeroptera_Ameletidae","Ephemeroptera_Baetidae","Ephemeroptera_Caenidae","Ephemeroptera_Ephemerellidae","Ephemeroptera_Ephemeridae","Ephemeroptera_Heptageniidae","Ephemeroptera_Leptophlebiidae","Ephemeroptera_Oligoneuriidae","Ephemeroptera_Polymitarcyidae","Ephemeroptera_Potamanthidae","Ephemeroptera_Siphlonuridae","Odonata","Odonata_Aeshnidae","Odonata_Calopterygidae","Odonata_Coenagrionidae","Odonata_Cordulegastridae","Odonata_Corduliidae","Odonata_Gomphidae","Odonata_Lestidae","Odonata_Libellulidae","Odonata_Platycnemididae","Plecoptera","Plecoptera_Capniidae","Plecoptera_Chloroperlidae","Plecoptera_Leuctridae","Plecoptera_Nemouridae","Plecoptera_Perlidae","Plecoptera_Perlodidae","Plecoptera_Taeniopterygidae","Heteroptera","Heteroptera_Aphelocheiridae","Heteroptera_Corixidae","Heteroptera_Gerridae","Heteroptera_Hebridae","Heteroptera_Hydrometridae","Heteroptera_Mesoveliidae","Heteroptera_Naucoridae","Heteroptera_Nepidae","Heteroptera_Notonectidae","Heteroptera_Pleidae","Heteroptera_Veliidae","Heteroptera_PUPPE:_Heteroptera","Megaloptera","Megaloptera_Sialidae","Neuroptera","Neuroptera_Osmylidae","Neuroptera_Sisyridae","Coleoptera","Coleoptera_Curculionidae","Coleoptera_Chrysomelidae","Coleoptera_Dryopidae","Coleoptera_Dytiscidae","Coleoptera_Elmidae_(Larve)","Coleoptera_Elmidae_(adult)","Coleoptera_Elmis_sp.","Coleoptera_Elmis_sp._(adult)","Coleoptera_Esolus_sp.","Coleoptera_Esolus_sp._(adult)","Coleoptera_Limnius_sp._","Coleoptera_Limnius_sp.__(adult)","Coleoptera_Oulimnius_sp.","Coleoptera_Riolus_sp.","Coleoptera_Gyrinidae","Coleoptera_Haliplidae","Coleoptera_Helophoridae_(Tachet)","Coleoptera_Hydraenidae","Coleoptera_Hydrochidae_(Tachet)","Coleoptera_Hydrophilidae","Coleoptera_Hydroscaphidae","Coleoptera_Hygrobiidae","Coleoptera_Noteridae","Coleoptera_Psephenidae","Coleoptera_Scirtidae","Coleoptera_Spercheidae_(Tachet)","Trichoptera","Trichoptera_Apataniidae","Trichoptera_Beraeidae","Trichoptera_Brachycentridae","Trichoptera_Ecnomidae","Trichoptera_Glossosomatidae","Trichoptera_Goeridae","Trichoptera_Helicopsychidae","Trichoptera_Hydropsychidae","Trichoptera_Hydroptilidae","Trichoptera_Lepidostomatidae","Trichoptera_Leptoceridae","Trichoptera_Limnephilidae","Trichoptera_Molannidae","Trichoptera_Odontoceridae","Trichoptera_Philopotamidae","Trichoptera_Phryganeidae","Trichoptera_Polycentropodidae","Trichoptera_Psychomyiidae","Trichoptera_Ptilocolepidae","Trichoptera_Rhyacophilidae","Trichoptera_Sericostomatidae","Trichoptera_PUPPE:_Rhyacophilidae","Trichoptera_PUPPE:_Trichoptera","Lepidoptera","Diptera","Diptera_Anthomyiidae/Muscidae","Diptera_Athericidae","Diptera_Atherix_ibis","Diptera_Ibisia_marginata","Diptera_Blephariceridae","Diptera_Blephericera_sp.","Diptera_Hapalothrix_sp.","Diptera_Liponeura_sp.","Diptera_Ceratopogonidae","Diptera_Chaoboridae","Diptera_Chironomidae","Diptera_sF._Diamesinae","Diptera_sF._Orthocladiinae","Diptera_sF._Tanypodinae","Diptera_Tr._Tanytarsini","Diptera_Tr._Chironomini","Diptera_Pseudodiamesa_sp.","Diptera_Culicidae","Diptera_Cylindrotomidae","Diptera_Dixidae","Diptera_Dolichopodidae","Diptera_Empididae","Diptera_Ephydridae","Diptera_Limoniidae/Pediciidae","Diptera_Antocha_sp._","Diptera_Dicranota_sp.","Diptera_Eloeophila_sp.","Diptera_Hexatoma_sp._","Diptera_Molophilus_sp.","Diptera_Rhabdomastix_sp.","Diptera_Rhypholophus_sp.","Diptera_Psychodidae","Diptera_Ptychopteridae","Diptera_Rhagionidae","Diptera_Scathophagidae","Diptera_Sciomyzidae","Diptera_Simuliidae","Diptera_Stratiomyidae","Diptera_Syrphidae","Diptera_Tabanidae","Diptera_Thaumaleidae","Diptera_Tipulidae","Diptera_PUPPE:_Chironomidae/Diptera","Diptera_PUPPE:_Simuliidae"
"X219","SA6","4-3","SA6-4-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16",NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,"111","10","101",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7",NA,NA,NA,NA,NA,"4",NA
"X220","SAR","1-1","SAR-1-1",NA,NA,NA,NA,"158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA,NA,"35","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","0","1",NA,"1",NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,"78",NA,"74","1","3",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA
"X221","SAR","1-2","SAR-1-2",NA,NA,NA,NA,"110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"224",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"247",NA,"1",NA,"23","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","2","6","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,"0",NA,NA,NA,NA,NA,"77","1","75",NA,"1",NA,NA,NA,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,"6",NA
"X222","SAR","1-3","SAR-1-3",NA,NA,NA,NA,"31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"323",NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"191",NA,NA,NA,"25","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","2","10","2","1",NA,NA,NA,NA,"1","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"3","8",NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,"240",NA,"171","1","68",NA,NA,NA,NA,NA,NA,"7",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13",NA
"X223","SAR","2-1","SAR-2-1",NA,NA,NA,NA,"29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"343",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14",NA,NA,"2","2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","2","3","2",NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,"215","27","160","1","27",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21",NA
"X224","SAR","2-2","SAR-2-2",NA,NA,NA,NA,"67",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"178",NA,"1","5","22","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,NA,"1","1",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2",NA,NA,NA,NA,NA,"1","1",NA,"0",NA,NA,NA,NA,NA,"149",NA,"108","2","39",NA,NA,NA,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,"7",NA
"X225","SAR","2-3","SAR-2-3",NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,"42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"160","1",NA,"2","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14","1","8","1","3",NA,"2",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,"118",NA,"105","3","10",NA,NA,NA,NA,NA,NA,"4",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"7",NA
"X226","SAR","3-1","SAR-3-1",NA,NA,NA,NA,"144",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"41",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,"631",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48",NA,"3",NA,"12","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15","6","4","5","3","1","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,"170","44","125","1",NA,NA,NA,NA,NA,NA,NA,"4",NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,"21",NA
"X227","SAR","3-2","SAR-3-2",NA,NA,NA,NA,"83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"641",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89",NA,"5","1","13","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","97","18","97","10",NA,"24",NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"13",NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,"4","5",NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,"221",NA,"210","5","6",NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86",NA,NA,NA,NA,NA,"3",NA
"X228","SAR","3-3","SAR-3-3",NA,NA,NA,NA,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"97",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"120",NA,"3","1","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","2","1","1",NA,NA,"4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,"2",NA,"55",NA,"43","3","9",NA,NA,NA,NA,NA,NA,"3",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77",NA,NA,NA,NA,NA,"3","4"
"X229","SAR","4-1","SAR-4-1",NA,NA,NA,NA,"31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","1",NA,NA,NA,NA,"3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,"13",NA,"11",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"X230","SAR","4-2","SAR-4-2",NA,NA,NA,NA,"81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"109",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"227",NA,"1",NA,"36","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","0","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,"2","2",NA,"0",NA,NA,NA,NA,NA,"36",NA,"34","1","1",NA,NA,NA,NA,NA,NA,"1",NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,"10","1"
"X231","SAR","4-3","SAR-4-3",NA,NA,NA,NA,"41",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"468",NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"234",NA,"3","1","65","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","2","7","2",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,"3",NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,"7","3",NA,NA,NA,NA,NA,"1","1",NA,"0",NA,NA,NA,NA,NA,"132",NA,"120","2","10",NA,NA,NA,NA,NA,NA,"2",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"117",NA,NA,NA,NA,NA,"14","6"
"X232","GL1","1-1","GL1-1-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"230",NA,NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","1",NA,"1","38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,"3","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,"1",NA,"1",NA,"4",NA,NA,NA,NA,NA,NA,"23",NA,NA,NA,NA,NA,"9","3"
"X233","GL1","1-2","GL1-1-2",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68",NA,NA,NA,"30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA,NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,"6","4","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7",NA,NA,NA,NA,NA,"2",NA
"X234","GL1","1-3","GL1-1-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"148",NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27","1",NA,NA,"33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,"5","3","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"28",NA,NA,NA,NA,NA,NA,NA
"X235","GL1","2-1","GL1-2-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"178",NA,NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","1",NA,NA,"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,"2",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,"2","10"
